"genome"	"mean_coverage_bin"	"3-Hydroxypropionate bi-cycle"	"Acetyl-CoA pathway, CO2 => acetyl-CoA"	"Citrate cycle (TCA cycle, Krebs cycle)"	"Dicarboxylate-hydroxybutyrate cycle"	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"	"Glyoxylate cycle"	"Hydroxypropionate-hydroxybutylate cycle"	"Methanogenesis, CO2 => methane"	"Pentose phosphate pathway (Pentose phosphate cycle)"	"Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)"	"Reductive citrate cycle (Arnon-Buchanan cycle)"	"Reductive pentose phosphate cycle (Calvin cycle)"	"Complex I: NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria"	"Complex I: NADH dehydrogenase (ubiquinone) 1 alpha subcomplex"	"Complex I: NADH:quinone oxidoreductase, prokaryotes"	"Complex II: Fumarate reductase, prokaryotes"	"Complex II: Succinate dehydrogenase (ubiquinone)"	"Complex II: Succinate dehydrogenase, prokaryotes"	"Complex III: Cytochrome bc1 complex"	"Complex III: Cytochrome bc1 complex respiratory unit"	"Complex III: Cytochrome bd ubiquinol oxidase"	"Complex IV High affinity: Cytochrome bd ubiquinol oxidase"	"Complex IV High affinity: Cytochrome c oxidase, cbb3-type"	"Complex IV Low affinity: Cytochrome aa3-600 menaquinol oxidase"	"Complex IV Low affinity: Cytochrome c oxidase"	"Complex IV Low affinity: Cytochrome c oxidase, prokaryotes"	"Complex IV Low affinity: Cytochrome o ubiquinol oxidase"	"Complex V: F-type ATPase, eukaryotes"	"Complex V: F-type ATPase, prokaryotes and chloroplasts"	"Complex V: V-type ATPase, eukaryotes"	"Complex V: V/A-type ATPase, prokaryotes"	"CAZy: Alpha-galactans"	"CAZy: Alpha-mannan"	"CAZy: Amorphous Cellulose"	"CAZy: Arabinan"	"CAZy: Arabinose cleavage"	"CAZy: Beta-galactan (pectic galactan)"	"CAZy: Beta-mannan"	"CAZy: Chitin"	"CAZy: Crystalline Cellulose"	"CAZy: Fucose Cleavage"	"CAZy: Mixed-Linkage glucans"	"CAZy: Mucin"	"CAZy: Pectin"	"CAZy: Polyphenolics"	"CAZy: Rhamnose cleavage"	"CAZy: Starch"	"CAZy: Sulf-Polysachharides"	"CAZy: Xylans"	"CAZy: Xyloglucan"	"Methanogenesis and methanotrophy: Key functional gene"	"Methanogenesis and methanotrophy: acetate => methane, pt 1"	"Methanogenesis and methanotrophy: acetate => methane, pt 2"	"Methanogenesis and methanotrophy: acetate => methane, pt 3"	"Methanogenesis and methanotrophy: dimethylamine => monomethylamine"	"Methanogenesis and methanotrophy: methane => methanol, with oxygen (mmo)"	"Methanogenesis and methanotrophy: methane => methanol, with oxygen (pmo)"	"Methanogenesis and methanotrophy: methanol => methane"	"Methanogenesis and methanotrophy: monomethylamine => ammonia"	"Methanogenesis and methanotrophy: putative but not defining CO2 => methane"	"Methanogenesis and methanotrophy: trimethylamine => dimethylamine"	"Nitrogen metabolism: Bacterial (aerobic-specific) ammonia oxidation"	"Nitrogen metabolism: Bacterial (anaerobic-specific) ammonia oxidation"	"Nitrogen metabolism: Bacterial/Archaeal ammonia oxidation"	"Nitrogen metabolism: Dissimilatory nitrite reduction to ammonia (DNRA)"	"Nitrogen metabolism: Nitrogen fixation altennative"	"Nitrogen metabolism: ammonia => nitrite"	"Nitrogen metabolism: nitrate => nitrite"	"Nitrogen metabolism: nitric oxide => nitrous oxide"	"Nitrogen metabolism: nitrite => nitrate"	"Nitrogen metabolism: nitrite => nitric oxide"	"Nitrogen metabolism: nitrogen => ammonia"	"Nitrogen metabolism: nitrous oxide => nitrogen"	"Other Reductases: TMAO reductase"	"Other Reductases: arsenate reduction, pt 1"	"Other Reductases: arsenate reduction, pt 2"	"Other Reductases: mercury reduction"	"Other Reductases: selenate/Chlorate reduction"	"Photosynthesis: Photosystem I"	"Photosynthesis: Photosystem II"	"SCFA and alcohol conversions: Alcohol production"	"SCFA and alcohol conversions: Butyrate, pt 1"	"SCFA and alcohol conversions: Butyrate, pt 2"	"SCFA and alcohol conversions: Propionate, pt 1"	"SCFA and alcohol conversions: Propionate, pt 2"	"SCFA and alcohol conversions: acetate, pt 1"	"SCFA and alcohol conversions: acetate, pt 2"	"SCFA and alcohol conversions: acetate, pt 3"	"SCFA and alcohol conversions: lactate D"	"SCFA and alcohol conversions: lactate L"	"SCFA and alcohol conversions: pyruvate => acetyl CoA v1"	"SCFA and alcohol conversions: pyruvate => acetyl CoA v2"	"SCFA and alcohol conversions: pyruvate => acetylCoA f+ formate v3"	"Sulfur metabolism: Thiosulfate oxidation by SOX complex, thiosulfate => sulfate"	"Sulfur metabolism: dissimilatory sulfate reduction (and oxidation) sulfate => sulfide"	"Sulfur metabolism: tetrathionate => thiosulfate"	"Sulfur metabolism: thiosulfate => sulfite"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"Sample_site"	"phylum_family_genome"	"family_genus_genome"	"genus_species_genome"
"STD1_208"	18.0422652318841	0.25	0	1	0.461538461538462	1	0.777777777777778	0.8	0.0714285714285714	0.375	1	0.285714285714286	0.8	0.727272727272727	0	0	0.846153846153846	0	0	1	0.3	1	1	1	0	0	0.2	1	0	0	1	0	0	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Methylococcales"	"f__Methylomonadaceae"	"g__Methylobacter"	"s__"	"D1"	"p__Proteobacteria , f__Methylomonadaceae ( STD1_208 )"	"f__Methylomonadaceae , g__Methylobacter ( STD1_208 )"	"g__Methylobacter , s__ ( STD1_208 )"
"STD1_209"	9.96050552380952	0	0.5	0.5	0.230769230769231	0.25	1	0.2	0	0	0.714285714285714	0.428571428571429	0.6	0.636363636363636	0	0	0.181818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0.875	0	0.222222222222222	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	"d__Bacteria"	"p__Omnitrophota"	"c__koll11"	"o__GIF10"	"f__UBA6249"	"g__UBA6249"	"s__"	"D1"	"p__Omnitrophota , f__UBA6249 ( STD1_209 )"	"f__UBA6249 , g__UBA6249 ( STD1_209 )"	"g__UBA6249 , s__ ( STD1_209 )"
"STD1_21"	10.323896	0	0	0.125	0.0769230769230769	0	0.222222222222222	0	0	0	0.142857142857143	0	0.2	0.272727272727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	"d__Archaea"	"p__Nanoarchaeota"	"c__Nanoarchaeia"	"o__Pacearchaeales"	"f__GW2011-AR1"	"g__RBG-13-33-26"	"s__"	"D1"	"p__Nanoarchaeota , f__GW2011-AR1 ( STD1_21 )"	"f__GW2011-AR1 , g__RBG-13-33-26 ( STD1_21 )"	"g__RBG-13-33-26 , s__ ( STD1_21 )"
"STD1_210"	35.9860460333333	0	0	0.125	0.0769230769230769	0	0.555555555555556	0	0	0	0.142857142857143	0	0.2	0.181818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	"d__Bacteria"	"p__Patescibacteria"	"c__Paceibacteria"	"o__Paceibacterales"	"f__UBA5633"	"g__UBA5633"	"s__"	"D1"	"p__Patescibacteria , f__UBA5633 ( STD1_210 )"	"f__UBA5633 , g__UBA5633 ( STD1_210 )"	"g__UBA5633 , s__ ( STD1_210 )"
"STD1_211"	10.3652628490566	0	0	0.75	0.461538461538462	0.5	0.666666666666667	0.4	0.214285714285714	0.5	1	0.428571428571429	0.7	0.909090909090909	0.181818181818182	0	0.857142857142857	0	0	0.5	0.1	0.333333333333333	0	0	0	0	0.133333333333333	0.666666666666667	0	0	1	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	"d__Bacteria"	"p__Methylomirabilota"	"c__Methylomirabilia"	"o__Methylomirabilales"	"f__Methylomirabilaceae"	"g__Methylomirabilis"	"s__"	"D1"	"p__Methylomirabilota , f__Methylomirabilaceae ( STD1_211 )"	"f__Methylomirabilaceae , g__Methylomirabilis ( STD1_211 )"	"g__Methylomirabilis , s__ ( STD1_211 )"
"STD1_212"	6.23933199170124	0	0	0.625	0.307692307692308	0.5	0.777777777777778	0.4	0.142857142857143	0.25	1	0.142857142857143	0.6	0.454545454545455	0	0	0.928571428571429	0	0	0.75	0.1	0.333333333333333	0.666666666666667	0.666666666666667	0	0	0.133333333333333	0.666666666666667	0	0	1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	"d__Bacteria"	"p__Acidobacteriota"	"c__Thermoanaerobaculia"	"o__Thermoanaerobaculales"	"f__Thermoanaerobaculaceae"	"g__RBG-13-68-16"	"s__"	"D1"	"p__Acidobacteriota , f__Thermoanaerobaculaceae ( STD1_212 )"	"f__Thermoanaerobaculaceae , g__RBG-13-68-16 ( STD1_212 )"	"g__RBG-13-68-16 , s__ ( STD1_212 )"
"STD1_213"	6.39530026470588	0	0	0	0.153846153846154	0	0.666666666666667	0	0	0	0.142857142857143	0	0.2	0.363636363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"d__Bacteria"	"p__Patescibacteria"	"c__Paceibacteria"	"o__Paceibacterales"	"f__GCA-002788555"	"g__"	"s__"	"D1"	"p__Patescibacteria , f__GCA-002788555 ( STD1_213 )"	"f__GCA-002788555 , g__ ( STD1_213 )"	"g__ , s__ ( STD1_213 )"
"STD1_214"	3.1062451978022	0	0	0.75	0.230769230769231	0	0.777777777777778	0	0.0714285714285714	0.125	0.571428571428571	0.285714285714286	0.6	0.636363636363636	0	0	0.384615384615385	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0.875	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__GWE2-29-8"	"g__"	"s__"	"D1"	"p__Bacteroidota , f__GWE2-29-8 ( STD1_214 )"	"f__GWE2-29-8 , g__ ( STD1_214 )"	"g__ , s__ ( STD1_214 )"
"STD1_215"	3.00053380319149	0	0	0.375	0.307692307692308	0	0.888888888888889	0.2	0.0714285714285714	0	0.571428571428571	0.285714285714286	0.5	0.363636363636364	0	0.0714285714285714	1	0	0	0.75	0	0	0.666666666666667	0.666666666666667	0	0	0	0	0	0.0666666666666667	0.875	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	"d__Bacteria"	"p__Proteobacteria"	"c__Alphaproteobacteria"	"o__Micavibrionales"	"f__"	"g__"	"s__"	"D1"	"p__Proteobacteria , f__ ( STD1_215 )"	"f__ , g__ ( STD1_215 )"	"g__ , s__ ( STD1_215 )"
"STD1_216"	8.74543478873239	0	0	0.5	0.230769230769231	0.25	0.666666666666667	0.2	0.0714285714285714	0	0.571428571428571	0.285714285714286	0.6	0.636363636363636	0	0	0.181818181818182	0.25	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.888888888888889	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	"d__Bacteria"	"p__Marinisomatota"	"c__AB16"	"o__AB16"	"f__46-47"	"g__46-47"	"s__"	"D1"	"p__Marinisomatota , f__46-47 ( STD1_216 )"	"f__46-47 , g__46-47 ( STD1_216 )"	"g__46-47 , s__ ( STD1_216 )"
"STD1_217"	5.28530913333333	0	0	0	0.0769230769230769	0	0.555555555555556	0	0	0	0.285714285714286	0	0.1	0.545454545454545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"d__Bacteria"	"p__Patescibacteria"	"c__Paceibacteria"	"o__UBA6257"	"f__02-FULL-45-10c"	"g__"	"s__"	"D1"	"p__Patescibacteria , f__02-FULL-45-10c ( STD1_217 )"	"f__02-FULL-45-10c , g__ ( STD1_217 )"	"g__ , s__ ( STD1_217 )"
"STD1_218"	5.50702591666667	0	0.5	0.625	0.230769230769231	0	0.888888888888889	0	0.142857142857143	0.125	0.571428571428571	0.571428571428571	0.6	0.636363636363636	0	0	0.181818181818182	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0.888888888888889	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	"d__Bacteria"	"p__UBP3"	"c__UBA1439"	"o__UBA1439"	"f__UBA1439"	"g__"	"s__"	"D1"	"p__UBP3 , f__UBA1439 ( STD1_218 )"	"f__UBA1439 , g__ ( STD1_218 )"	"g__ , s__ ( STD1_218 )"
"STD1_219"	6.33777294117647	0	0	0	0.153846153846154	0	0.555555555555556	0	0	0	0.142857142857143	0	0.2	0.363636363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"d__Bacteria"	"p__Patescibacteria"	"c__ABY1"	"o__BM507"	"f__"	"g__"	"s__"	"D1"	"p__Patescibacteria , f__ ( STD1_219 )"	"f__ , g__ ( STD1_219 )"	"g__ , s__ ( STD1_219 )"
"STD1_22"	3.78200867741935	0	0	0.75	0.307692307692308	0	0.444444444444444	0.4	0	0	0.428571428571429	0	0.8	0.545454545454545	0	0	0.538461538461538	0	0	0.25	0.2	0.666666666666667	0	0	0	0	0	0	0	0	1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	"d__Bacteria"	"p__Campylobacterota"	"c__Campylobacteria"	"o__Campylobacterales"	"f__Sulfurovaceae"	"g__BN30871"	"s__"	"D1"	"p__Campylobacterota , f__Sulfurovaceae ( STD1_22 )"	"f__Sulfurovaceae , g__BN30871 ( STD1_22 )"	"g__BN30871 , s__ ( STD1_22 )"
"STD1_220"	4.101805	0	0.5	0.5	0.230769230769231	0.25	0.888888888888889	0.2	0	0.125	0.714285714285714	0.714285714285714	0.6	0.454545454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111111111111	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	"d__Bacteria"	"p__Omnitrophota"	"c__koll11"	"o__GIF10"	"f__UBA6249"	"g__UBA1562"	"s__"	"D1"	"p__Omnitrophota , f__UBA6249 ( STD1_220 )"	"f__UBA6249 , g__UBA1562 ( STD1_220 )"	"g__UBA1562 , s__ ( STD1_220 )"
"STD1_23"	76.1529384444444	0	0	0	0.0769230769230769	0	0.333333333333333	0	0	0	0.142857142857143	0	0.1	0.272727272727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"d__Bacteria"	"p__Patescibacteria"	"c__Paceibacteria"	"o__UBA6257"	"f__UBA6257"	"g__UBA6257"	"s__UBA6257 sp002440845"	"D1"	"p__Patescibacteria , f__UBA6257 ( STD1_23 )"	"f__UBA6257 , g__UBA6257 ( STD1_23 )"	"g__UBA6257 , s__UBA6257 sp002440845 ( STD1_23 )"
"STD1_24"	4.32996751388889	0	0.5	0.25	0.0769230769230769	0	1	0	0	0	0.714285714285714	0.428571428571429	0.4	0.636363636363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.555555555555556	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"d__Bacteria"	"p__Omnitrophota"	"c__koll11"	"o__UBA1572"	"f__"	"g__"	"s__"	"D1"	"p__Omnitrophota , f__ ( STD1_24 )"	"f__ , g__ ( STD1_24 )"	"g__ , s__ ( STD1_24 )"
"STD1_25"	22.6780698333333	0	0	0.625	0.230769230769231	0	1	0.2	0	0	0.428571428571429	0.285714285714286	0.6	0.636363636363636	0	0	0.785714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	"d__Bacteria"	"p__Omnitrophota"	"c__koll11"	"o__UBA6215"	"f__UBA6215"	"g__2-02-FULL-50-19"	"s__"	"D1"	"p__Omnitrophota , f__UBA6215 ( STD1_25 )"	"f__UBA6215 , g__2-02-FULL-50-19 ( STD1_25 )"	"g__2-02-FULL-50-19 , s__ ( STD1_25 )"
