genome	mean_coverage_bin	total_mean_coverage_site	relative_mean_coverage_bin	3-Hydroxypropionate bi-cycle	"Acetyl-CoA pathway, CO2 => acetyl-CoA"	"Citrate cycle (TCA cycle, Krebs cycle)"	Dicarboxylate-hydroxybutyrate cycle	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"	Glyoxylate cycle	Hydroxypropionate-hydroxybutylate cycle	"Methanogenesis, CO2 => methane"	Pentose phosphate pathway (Pentose phosphate cycle)	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Reductive citrate cycle (Arnon-Buchanan cycle)	Reductive pentose phosphate cycle (Calvin cycle)	"Complex I: NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria"	Complex I: NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	"Complex I: NADH:quinone oxidoreductase, prokaryotes"	"Complex II: Fumarate reductase, prokaryotes"	Complex II: Succinate dehydrogenase (ubiquinone)	"Complex II: Succinate dehydrogenase, prokaryotes"	Complex III: Cytochrome bc1 complex	Complex III: Cytochrome bc1 complex respiratory unit	Complex III: Cytochrome bd ubiquinol oxidase	Complex IV High affinity: Cytochrome bd ubiquinol oxidase	"Complex IV High affinity: Cytochrome c oxidase, cbb3-type"	Complex IV Low affinity: Cytochrome aa3-600 menaquinol oxidase	Complex IV Low affinity: Cytochrome c oxidase	"Complex IV Low affinity: Cytochrome c oxidase, prokaryotes"	Complex IV Low affinity: Cytochrome o ubiquinol oxidase	"Complex V: F-type ATPase, eukaryotes"	"Complex V: F-type ATPase, prokaryotes and chloroplasts"	"Complex V: V-type ATPase, eukaryotes"	"Complex V: V/A-type ATPase, prokaryotes"	CAZy: Alpha-galactans	CAZy: Alpha-mannan	CAZy: Amorphous Cellulose	CAZy: Arabinan	CAZy: Arabinose cleavage	CAZy: Beta-galactan (pectic galactan)	CAZy: Beta-mannan	CAZy: Chitin	CAZy: Crystalline Cellulose	CAZy: Fucose Cleavage	CAZy: Mixed-Linkage glucans	CAZy: Mucin	CAZy: Pectin	CAZy: Polyphenolics	CAZy: Rhamnose cleavage	CAZy: Starch	CAZy: Sulf-Polysachharides	CAZy: Xylans	CAZy: Xyloglucan	Methanogenesis and methanotrophy: Key functional gene	"Methanogenesis and methanotrophy: acetate => methane, pt 1"	"Methanogenesis and methanotrophy: acetate => methane, pt 2"	"Methanogenesis and methanotrophy: acetate => methane, pt 3"	Methanogenesis and methanotrophy: dimethylamine => monomethylamine	"Methanogenesis and methanotrophy: methane => methanol, with oxygen (mmo)"	"Methanogenesis and methanotrophy: methane => methanol, with oxygen (pmo)"	Methanogenesis and methanotrophy: methanol => methane	Methanogenesis and methanotrophy: monomethylamine => ammonia	Methanogenesis and methanotrophy: putative but not defining CO2 => methane	Methanogenesis and methanotrophy: trimethylamine => dimethylamine	Nitrogen metabolism: Bacterial (aerobic-specific) ammonia oxidation	Nitrogen metabolism: Bacterial (anaerobic-specific) ammonia oxidation	Nitrogen metabolism: Bacterial/Archaeal ammonia oxidation	Nitrogen metabolism: Dissimilatory nitrite reduction to ammonia (DNRA)	Nitrogen metabolism: Nitrogen fixation altennative	Nitrogen metabolism: ammonia => nitrite	Nitrogen metabolism: nitrate => nitrite	Nitrogen metabolism: nitric oxide => nitrous oxide	Nitrogen metabolism: nitrite => nitrate	Nitrogen metabolism: nitrite => nitric oxide	Nitrogen metabolism: nitrogen => ammonia	Nitrogen metabolism: nitrous oxide => nitrogen	Other Reductases: TMAO reductase	"Other Reductases: arsenate reduction, pt 1"	"Other Reductases: arsenate reduction, pt 2"	Other Reductases: mercury reduction	Other Reductases: selenate/Chlorate reduction	Photosynthesis: Photosystem I	Photosynthesis: Photosystem II	SCFA and alcohol conversions: Alcohol production	"SCFA and alcohol conversions: Butyrate, pt 1"	"SCFA and alcohol conversions: Butyrate, pt 2"	"SCFA and alcohol conversions: Propionate, pt 1"	"SCFA and alcohol conversions: Propionate, pt 2"	"SCFA and alcohol conversions: acetate, pt 1"	"SCFA and alcohol conversions: acetate, pt 2"	"SCFA and alcohol conversions: acetate, pt 3"	SCFA and alcohol conversions: lactate D	SCFA and alcohol conversions: lactate L	SCFA and alcohol conversions: pyruvate => acetyl CoA v1	SCFA and alcohol conversions: pyruvate => acetyl CoA v2	SCFA and alcohol conversions: pyruvate => acetylCoA f+ formate v3	"Sulfur metabolism: Thiosulfate oxidation by SOX complex, thiosulfate => sulfate"	Sulfur metabolism: dissimilatory sulfate reduction (and oxidation) sulfate => sulfide	Sulfur metabolism: tetrathionate => thiosulfate	Sulfur metabolism: thiosulfate => sulfite	Kingdom	Phylum	Class	Order	Family	Genus	Species	Sample_site	phylum_family_genome	family_genus_genome	genus_species_genome
STE_155	3.562224388	2695.488196	0.132155073	0	0.5	0.25	0.230769231	0	0.444444444	0.2	0	0.25	0.428571429	0.714285714	0.4	0.363636364	0	0	0.090909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0.375	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__UBA5627	g__UBA5627	s__	E	"p__Chloroflexota , f__UBA5627 ( STE_155 )"	"f__UBA5627 , g__UBA5627 ( STE_155 )"	"g__UBA5627 , s__ ( STE_155 )"
STE_156	6.627707985	2695.488196	0.245881544	0	0	0.25	0	0	0.777777778	0	0.071428571	0.125	0.571428571	0.142857143	0.3	0.636363636	0	0	0.181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0.875	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__WCHB1-69	g__UBA5266	s__UBA5266 sp002411545	E	"p__Bacteroidota , f__WCHB1-69 ( STE_156 )"	"f__WCHB1-69 , g__UBA5266 ( STE_156 )"	"g__UBA5266 , s__UBA5266 sp002411545 ( STE_156 )"
STE_157	6.89056304	2695.488196	0.255633211	0	0	0.875	0.538461538	0	0.777777778	1	0.071428571	0.25	0.714285714	0.285714286	0.6	1	0	0	1	0	0	1	0	0	1	1	1	0	0.2	1	0	0	0.875	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Rhodocyclaceae	g__Thauera	s__Thauera propionica	E	"p__Proteobacteria , f__Rhodocyclaceae ( STE_157 )"	"f__Rhodocyclaceae , g__Thauera ( STE_157 )"	"g__Thauera , s__Thauera propionica ( STE_157 )"
STE_158	2.882208432	2695.488196	0.10692714	0	0	0.125	0.076923077	0	0.555555556	0	0	0	0.142857143	0	0.2	0.363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria	p__Patescibacteria	c__CPR2	o__UBA1875	f__UBA1875	g__UBA7522	s__UBA7522 sp002476865	E	"p__Patescibacteria , f__UBA1875 ( STE_158 )"	"f__UBA1875 , g__UBA7522 ( STE_158 )"	"g__UBA7522 , s__UBA7522 sp002476865 ( STE_158 )"
STE_159	6.376124367	2695.488196	0.236548035	0	0	0.5	0.076923077	0.25	1	0	0	0	0.714285714	0.428571429	0.5	0.636363636	0	0	0.181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.777777778	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__DTU033	s__	E	"p__Firmicutes_A , f__Acutalibacteraceae ( STE_159 )"	"f__Acutalibacteraceae , g__DTU033 ( STE_159 )"	"g__DTU033 , s__ ( STE_159 )"
STE_16	6.39033931	2695.488196	0.237075396	0	0	0.125	0.076923077	0	0.777777778	0	0.142857143	0.125	0.428571429	0.142857143	0.3	0.727272727	0	0	0.181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Syner-03	s__	E	"p__Synergistota , f__Synergistaceae ( STE_16 )"	"f__Synergistaceae , g__Syner-03 ( STE_16 )"	"g__Syner-03 , s__ ( STE_16 )"
STE_160	6.776744263	2695.488196	0.251410645	0	0	0.125	0	0.25	0.333333333	0	0	0	0.285714286	0	0.1	0	0	0	0	0	0	0	0	0	0.666666667	0.666666667	0	0	0	0	0	0	0.625	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria	p__Patescibacteria	c__Gracilibacteria	o__BD1-5	f__UBA6164	g__UBA5194	s__	E	"p__Patescibacteria , f__UBA6164 ( STE_160 )"	"f__UBA6164 , g__UBA5194 ( STE_160 )"	"g__UBA5194 , s__ ( STE_160 )"
STE_161	5.188460851	2695.488196	0.19248687	0	0	0.375	0.076923077	0.25	0.777777778	0	0	0.125	0.571428571	0.571428571	0.5	0.454545455	0	0	0.181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0.555555556	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria	p__Caldatribacteriota	c__Caldatribacteriia	o__Caldatribacteriales	f__UBA8910	g__UBA8910	s__	E	"p__Caldatribacteriota , f__UBA8910 ( STE_161 )"	"f__UBA8910 , g__UBA8910 ( STE_161 )"	"g__UBA8910 , s__ ( STE_161 )"
STE_162	12.98400518	2695.488196	0.48169401	0	0	0.75	0.307692308	0	0.777777778	0.6	0	0	0.571428571	0.428571429	0.6	0.636363636	0	0	0.090909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0.555555556	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria	p__Acidobacteriota	c__Aminicenantia	o__Aminicenantales	f__OPB95	g__UBA10528	s__	E	"p__Acidobacteriota , f__OPB95 ( STE_162 )"	"f__OPB95 , g__UBA10528 ( STE_162 )"	"g__UBA10528 , s__ ( STE_162 )"
STE_163	6.103925635	2695.488196	0.226449726	0	0.5	0.5	0.384615385	0	0.888888889	0.2	0.285714286	0.25	0.714285714	0.714285714	0.5	0.545454545	0	0	0.181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.777777778	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria	p__Actinobacteriota	c__RBG-13-55-18	o__RBG-13-55-18	f__RBG-13-55-18	g__	s__	E	"p__Actinobacteriota , f__RBG-13-55-18 ( STE_163 )"	"f__RBG-13-55-18 , g__ ( STE_163 )"	"g__ , s__ ( STE_163 )"
STE_164	22.42512762	2695.488196	0.831950504	0	1	0.25	0.230769231	0	0.555555556	0	0	1	0.428571429	0.285714286	0.5	0.363636364	0	0	0.583333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.625	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea	p__Halobacterota	c__Methanosarcinia	o__Methanotrichales	f__Methanotrichaceae	g__Methanothrix_A	s__Methanothrix_A harundinacea_D	E	"p__Halobacterota , f__Methanotrichaceae ( STE_164 )"	"f__Methanotrichaceae , g__Methanothrix_A ( STE_164 )"	"g__Methanothrix_A , s__Methanothrix_A harundinacea_D ( STE_164 )"
STE_165	7.062850684	2695.488196	0.262024916	0	0	0.375	0.153846154	0.25	0.777777778	0	0.071428571	0.125	0.857142857	0.714285714	0.5	0.636363636	0	0	0.181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666667	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria	p__Caldatribacteriota	c__Caldatribacteriia	o__Caldatribacteriales	f__Caldatribacteriaceae	g__UBA3950	s__UBA3950 sp002385475	E	"p__Caldatribacteriota , f__Caldatribacteriaceae ( STE_165 )"	"f__Caldatribacteriaceae , g__UBA3950 ( STE_165 )"	"g__UBA3950 , s__UBA3950 sp002385475 ( STE_165 )"
STE_166	5.40520096	2695.488196	0.200527718	0	0	0.25	0.153846154	0.25	0.666666667	0	0.142857143	0.125	0.714285714	0.142857143	0.4	0.727272727	0	0	0.181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.777777778	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Aminobacteriaceae	g__Aminobacterium	s__Aminobacterium sp002432275	E	"p__Synergistota , f__Aminobacteriaceae ( STE_166 )"	"f__Aminobacteriaceae , g__Aminobacterium ( STE_166 )"	"g__Aminobacterium , s__Aminobacterium sp002432275 ( STE_166 )"
STE_167	12.50948653	2695.488196	0.464089828	0	0	0.5	0.076923077	0.75	0.888888889	0.2	0	0	0.714285714	0.142857143	0.5	0.545454545	0	0	0.181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria	p__Verrucomicrobiota	c__Lentisphaeria	o__Victivallales	f__Victivallaceae	g__UBA7640	s__	E	"p__Verrucomicrobiota , f__Victivallaceae ( STE_167 )"	"f__Victivallaceae , g__UBA7640 ( STE_167 )"	"g__UBA7640 , s__ ( STE_167 )"
STE_168	45.7536029	2695.488196	1.69741433	0	0	0.125	0.076923077	0	0.666666667	0	0	0	0.285714286	0	0.2	0.545454545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.444444444	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__Paceibacterales	f__GWA2-38-27	g__	s__	E	"p__Patescibacteria , f__GWA2-38-27 ( STE_168 )"	"f__GWA2-38-27 , g__ ( STE_168 )"	"g__ , s__ ( STE_168 )"
STE_169	55.50748685	2695.488196	2.059273973	0	0	0.375	0.230769231	0.25	0.888888889	0	0.142857143	0	0.857142857	0.428571429	0.5	0.636363636	0	0	0.181818182	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.75	0	0.333333333	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__DMER64	s__DMER64 sp001603455	E	"p__Bacteroidota , f__UBA932 ( STE_169 )"	"f__UBA932 , g__DMER64 ( STE_169 )"	"g__DMER64 , s__DMER64 sp001603455 ( STE_169 )"
STE_17	6.023935327	2695.488196	0.223482163	0	0	0	0.153846154	0	0.444444444	0	0	0	0	0	0.2	0.181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__UBA12465	g__GCA-002840305	s__	E	"p__Patescibacteria , f__UBA12465 ( STE_17 )"	"f__UBA12465 , g__GCA-002840305 ( STE_17 )"	"g__GCA-002840305 , s__ ( STE_17 )"
STE_170	3.89778707	2695.488196	0.144604123	0	0	0.25	0.153846154	0.25	0.666666667	0	0.071428571	0	1	0.285714286	0.3	0.727272727	0	0	0.090909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0.777777778	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria	p__Firmicutes	c__Bacilli	o__Izemoplasmatales	f__UBA5603	g__UBA2289	s__	E	"p__Firmicutes , f__UBA5603 ( STE_170 )"	"f__UBA5603 , g__UBA2289 ( STE_170 )"	"g__UBA2289 , s__ ( STE_170 )"
STE_171	20.40546237	2695.488196	0.75702288	0	0	0.25	0.076923077	0.5	0.777777778	0	0.142857143	0	0.857142857	0.285714286	0.4	0.636363636	0	0	0.181818182	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0.222222222	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria	p__Marinisomatota	c__AB16	o__AB16	f__46-47	g__	s__	E	"p__Marinisomatota , f__46-47 ( STE_171 )"	"f__46-47 , g__ ( STE_171 )"	"g__ , s__ ( STE_171 )"
